case_id,seed,k,probe_breadth,required_action_rank,hypothesis_recall,address_recall,trigger_materialized,probe_count,expansion_count,false_positive_expansions,expansion_precision,materialized_bytes,search_latency_seconds
schema-decimal-string,37,4,1,2,0,0,0,1,1,1,0.0,527,0.0007637001108378172
schema-decimal-string,37,4,2,2,1,1,1,2,2,1,0.5,1982,0.0015487000346183777
schema-decimal-string,37,4,4,2,1,1,1,4,4,3,0.25,3033,0.002773999935016036
schema-decimal-string,37,8,1,5,0,0,0,1,1,1,0.0,528,0.0014967999886721373
schema-decimal-string,37,8,2,5,0,0,0,2,2,2,0.0,1057,0.002518600085750222
schema-decimal-string,37,8,4,5,0,0,0,4,4,4,0.0,2107,0.005921900039538741
schema-decimal-string,37,8,8,5,1,1,1,8,8,7,0.125,5145,0.011401099851354957
schema-decimal-string,37,16,1,5,0,0,0,1,1,1,0.0,525,0.0030901001300662756
schema-decimal-string,37,16,2,5,0,0,0,2,2,2,0.0,1050,0.004935399862006307
schema-decimal-string,37,16,4,5,0,0,0,4,4,4,0.0,2101,0.00995619990862906
schema-decimal-string,37,16,16,5,1,1,1,16,16,15,0.0625,9460,0.04196710023097694
schema-decimal-string,53,4,1,3,0,0,0,1,1,1,0.0,525,0.0017968001775443554
schema-decimal-string,53,4,2,3,0,0,0,2,2,2,0.0,1051,0.0013774000108242035
schema-decimal-string,53,4,4,3,1,1,1,4,4,3,0.25,3033,0.0023053998593240976
schema-decimal-string,53,8,1,3,0,0,0,1,1,1,0.0,527,0.0015099002048373222
schema-decimal-string,53,8,2,3,0,0,0,2,2,2,0.0,1053,0.002116299932822585
schema-decimal-string,53,8,4,3,1,1,1,4,4,3,0.25,3033,0.005538599798455834
schema-decimal-string,53,8,8,3,1,1,1,8,8,7,0.125,5145,0.010862099938094616
schema-decimal-string,53,16,1,9,0,0,0,1,1,1,0.0,526,0.0029486999846994877
schema-decimal-string,53,16,2,9,0,0,0,2,2,2,0.0,1054,0.008048699935898185
schema-decimal-string,53,16,4,9,0,0,0,4,4,4,0.0,2109,0.012256599962711334
schema-decimal-string,53,16,16,9,1,1,1,16,16,15,0.0625,9460,0.05000100005418062
schema-decimal-string,71,4,1,1,1,1,1,1,1,0,1.0,1455,0.0010619000531733036
schema-decimal-string,71,4,2,1,1,1,1,2,2,1,0.5,1980,0.0013364998158067465
schema-decimal-string,71,4,4,1,1,1,1,4,4,3,0.25,3033,0.0026366000529378653
schema-decimal-string,71,8,1,1,1,1,1,1,1,0,1.0,1455,0.0012589001562446356
schema-decimal-string,71,8,2,1,1,1,1,2,2,1,0.5,1981,0.003082799958065152
schema-decimal-string,71,8,4,1,1,1,1,4,4,3,0.25,3038,0.0056078999768942595
schema-decimal-string,71,8,8,1,1,1,1,8,8,7,0.125,5145,0.011101899901404977
schema-decimal-string,71,16,1,7,0,0,0,1,1,1,0.0,525,0.0028799998108297586
schema-decimal-string,71,16,2,7,0,0,0,2,2,2,0.0,1055,0.0065565998665988445
schema-decimal-string,71,16,4,7,0,0,0,4,4,4,0.0,2102,0.01252120011486113
schema-decimal-string,71,16,16,7,1,1,1,16,16,15,0.0625,9460,0.04601379996165633
threshold-latency,11,4,1,2,0,0,0,1,1,1,0.0,522,0.0008485999424010515
threshold-latency,11,4,2,2,1,1,1,2,2,1,0.5,1287,0.0016652001067996025
threshold-latency,11,4,4,2,1,1,1,4,4,3,0.25,2331,0.00304169999435544
threshold-latency,11,8,1,8,0,0,0,1,1,1,0.0,521,0.002742100041359663
threshold-latency,11,8,2,8,0,0,0,2,2,2,0.0,1044,0.00226540002040565
threshold-latency,11,8,4,8,0,0,0,4,4,4,0.0,2091,0.006598600186407566
threshold-latency,11,8,8,8,1,1,1,8,8,7,0.125,4427,0.012458099983632565
threshold-latency,11,16,1,14,0,0,0,1,1,1,0.0,522,0.0027364999987185
threshold-latency,11,16,2,14,0,0,0,2,2,2,0.0,1041,0.006174999987706542
threshold-latency,11,16,4,14,0,0,0,4,4,4,0.0,2090,0.01135349995456636
threshold-latency,11,16,16,14,1,1,1,16,16,15,0.0625,8710,0.04128009988926351
threshold-latency,23,4,1,4,0,0,0,1,1,1,0.0,522,0.0008279001340270042
threshold-latency,23,4,2,4,0,0,0,2,2,2,0.0,1045,0.0011047001462429762
threshold-latency,23,4,4,4,1,1,1,4,4,3,0.25,2331,0.0034118997864425182
threshold-latency,23,8,1,1,1,1,1,1,1,0,1.0,765,0.0012262000236660242
threshold-latency,23,8,2,1,1,1,1,2,2,1,0.5,1286,0.002374399919062853
threshold-latency,23,8,4,1,1,1,1,4,4,3,0.25,2334,0.005638200091198087
threshold-latency,23,8,8,1,1,1,1,8,8,7,0.125,4427,0.012792000081390142
threshold-latency,23,16,1,2,0,0,0,1,1,1,0.0,526,0.0027230000123381615
threshold-latency,23,16,2,2,1,1,1,2,2,1,0.5,1291,0.006003699963912368
threshold-latency,23,16,4,2,1,1,1,4,4,3,0.25,2339,0.011991200037300587
threshold-latency,23,16,16,2,1,1,1,16,16,15,0.0625,8710,0.0457884999923408
threshold-latency,37,4,1,3,0,0,0,1,1,1,0.0,521,0.0012572999112308025
threshold-latency,37,4,2,3,0,0,0,2,2,2,0.0,1044,0.0015598998870700598
threshold-latency,37,4,4,3,1,1,1,4,4,3,0.25,2331,0.004486800171434879
threshold-latency,37,8,1,8,0,0,0,1,1,1,0.0,522,0.0011956000234931707
threshold-latency,37,8,2,8,0,0,0,2,2,2,0.0,1047,0.0031270000617951155
threshold-latency,37,8,4,8,0,0,0,4,4,4,0.0,2094,0.00562989991158247
threshold-latency,37,8,8,8,1,1,1,8,8,7,0.125,4427,0.011900699930265546
threshold-latency,37,16,1,9,0,0,0,1,1,1,0.0,521,0.0025852001272141933
threshold-latency,37,16,2,9,0,0,0,2,2,2,0.0,1047,0.0061436002142727375
threshold-latency,37,16,4,9,0,0,0,4,4,4,0.0,2092,0.010578700108453631
threshold-latency,37,16,16,9,1,1,1,16,16,15,0.0625,8710,0.04830169980414212
threshold-latency,53,4,1,1,1,1,1,1,1,0,1.0,765,0.0007752999663352966
threshold-latency,53,4,2,1,1,1,1,2,2,1,0.5,1288,0.0011201000306755304
threshold-latency,53,4,4,1,1,1,1,4,4,3,0.25,2331,0.0028763001319020987
threshold-latency,53,8,1,6,0,0,0,1,1,1,0.0,522,0.0013458000030368567
threshold-latency,53,8,2,6,0,0,0,2,2,2,0.0,1043,0.0026791999116539955
threshold-latency,53,8,4,6,0,0,0,4,4,4,0.0,2090,0.0053270000498741865
threshold-latency,53,8,8,6,1,1,1,8,8,7,0.125,4427,0.012202699901536107
threshold-latency,53,16,1,1,1,1,1,1,1,0,1.0,765,0.00309820007532835
threshold-latency,53,16,2,1,1,1,1,2,2,1,0.5,1285,0.005036999937146902
threshold-latency,53,16,4,1,1,1,1,4,4,3,0.25,2331,0.01214480004273355
threshold-latency,53,16,16,1,1,1,1,16,16,15,0.0625,8710,0.04484950006008148
threshold-latency,71,4,1,1,1,1,1,1,1,0,1.0,765,0.0008718001190572977
threshold-latency,71,4,2,1,1,1,1,2,2,1,0.5,1286,0.0020364997908473015
threshold-latency,71,4,4,1,1,1,1,4,4,3,0.25,2331,0.003640900133177638
threshold-latency,71,8,1,1,1,1,1,1,1,0,1.0,765,0.0022402999456971884
threshold-latency,71,8,2,1,1,1,1,2,2,1,0.5,1287,0.003100399859249592
threshold-latency,71,8,4,1,1,1,1,4,4,3,0.25,2334,0.005549699999392033
threshold-latency,71,8,8,1,1,1,1,8,8,7,0.125,4427,0.010599399916827679
threshold-latency,71,16,1,7,0,0,0,1,1,1,0.0,521,0.0027038000989705324
threshold-latency,71,16,2,7,0,0,0,2,2,2,0.0,1046,0.006218499969691038
threshold-latency,71,16,4,7,0,0,0,4,4,4,0.0,2093,0.012917299987748265
threshold-latency,71,16,16,7,1,1,1,16,16,15,0.0625,8710,0.047437900211662054
