model,dataset,example_id,seed,selected_channel,evidence_recall,precision
smollm2_135m,hotpotqa,5ab3c7df55429969a97a81be,42,hybrid,0.6666666666666666,0.5
smollm2_135m,hotpotqa,5ab3c7df55429969a97a81be,87,hybrid,0.6666666666666666,0.5
smollm2_135m,hotpotqa,5ae46b615542995dadf24327,1,hybrid,0.0,0.0
smollm2_135m,hotpotqa,5ae46b615542995dadf24327,7,hybrid,0.0,0.0
smollm2_135m,hotpotqa,5ae46b615542995dadf24327,21,hybrid,0.0,0.0
smollm2_135m,hotpotqa,5ae46b615542995dadf24327,42,hybrid,0.0,0.0
smollm2_135m,hotpotqa,5ae46b615542995dadf24327,87,hybrid,0.0,0.0
smollm2_135m,hotpotqa,5ae114f155429901ffe4ad5c,1,bm25,1.0,0.5
smollm2_135m,hotpotqa,5ae114f155429901ffe4ad5c,7,bm25,1.0,0.5
smollm2_135m,hotpotqa,5ae114f155429901ffe4ad5c,21,bm25,1.0,0.5
smollm2_135m,hotpotqa,5ae114f155429901ffe4ad5c,42,bm25,1.0,0.5
smollm2_135m,hotpotqa,5ae114f155429901ffe4ad5c,87,bm25,1.0,0.5
smollm2_135m,hotpotqa,5ab93262554299131ca422b6,1,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ab93262554299131ca422b6,7,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ab93262554299131ca422b6,21,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ab93262554299131ca422b6,42,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ab93262554299131ca422b6,87,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ac1a9cc5542994ab5c67dc0,1,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ac1a9cc5542994ab5c67dc0,7,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ac1a9cc5542994ab5c67dc0,21,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ac1a9cc5542994ab5c67dc0,42,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ac1a9cc5542994ab5c67dc0,87,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ab8634e5542990e739ec8de,1,semantic,1.0,0.25
smollm2_135m,hotpotqa,5ab8634e5542990e739ec8de,7,hybrid,1.0,0.5
smollm2_135m,hotpotqa,5ab8634e5542990e739ec8de,21,hybrid,1.0,0.5
smollm2_135m,hotpotqa,5ab8634e5542990e739ec8de,42,semantic,1.0,0.25
smollm2_135m,hotpotqa,5ab8634e5542990e739ec8de,87,hybrid,1.0,0.5
smollm2_135m,hotpotqa,5a813b6f55429903bc27b951,1,exact,0.0,0.0
smollm2_135m,hotpotqa,5a813b6f55429903bc27b951,7,exact,0.0,0.0
smollm2_135m,hotpotqa,5a813b6f55429903bc27b951,21,exact,0.0,0.0
smollm2_135m,hotpotqa,5a813b6f55429903bc27b951,42,exact,0.0,0.0
smollm2_135m,hotpotqa,5a813b6f55429903bc27b951,87,exact,0.0,0.0
smollm2_135m,hotpotqa,5a77e2095542995d8318131d,1,bm25,1.0,0.5
smollm2_135m,hotpotqa,5a77e2095542995d8318131d,7,bm25,1.0,0.5
smollm2_135m,hotpotqa,5a77e2095542995d8318131d,21,bm25,1.0,0.5
smollm2_135m,hotpotqa,5a77e2095542995d8318131d,42,bm25,1.0,0.5
smollm2_135m,hotpotqa,5a77e2095542995d8318131d,87,bm25,1.0,0.5
smollm2_135m,hotpotqa,5a7c784055429907fabeef98,1,semantic,0.3333333333333333,0.25
smollm2_135m,hotpotqa,5a7c784055429907fabeef98,7,semantic,0.3333333333333333,0.25
smollm2_135m,hotpotqa,5a7c784055429907fabeef98,21,semantic,0.3333333333333333,0.25
smollm2_135m,hotpotqa,5a7c784055429907fabeef98,42,semantic,0.3333333333333333,0.25
smollm2_135m,hotpotqa,5a7c784055429907fabeef98,87,semantic,0.3333333333333333,0.25
smollm2_135m,hotpotqa,5a7bc0755542995eb53be9a5,1,bm25,0.5,0.25
smollm2_135m,hotpotqa,5a7bc0755542995eb53be9a5,7,bm25,0.5,0.25
smollm2_135m,hotpotqa,5a7bc0755542995eb53be9a5,21,bm25,0.5,0.25
smollm2_135m,hotpotqa,5a7bc0755542995eb53be9a5,42,bm25,0.5,0.25
smollm2_135m,hotpotqa,5a7bc0755542995eb53be9a5,87,bm25,0.5,0.25
smollm2_135m,hotpotqa,5adf53dc5542995534e8c791,1,approximate,0.3333333333333333,0.25
smollm2_135m,hotpotqa,5adf53dc5542995534e8c791,7,hybrid,0.3333333333333333,0.25
smollm2_135m,hotpotqa,5adf53dc5542995534e8c791,21,hybrid,0.3333333333333333,0.25
smollm2_135m,hotpotqa,5adf53dc5542995534e8c791,42,approximate,0.3333333333333333,0.25
smollm2_135m,hotpotqa,5adf53dc5542995534e8c791,87,approximate,0.3333333333333333,0.25
smollm2_135m,hotpotqa,5a8dab16554299068b959d89,1,hybrid,1.0,0.25
smollm2_135m,hotpotqa,5a8dab16554299068b959d89,7,hybrid,1.0,0.25
smollm2_135m,hotpotqa,5a8dab16554299068b959d89,21,semantic,1.0,0.25
smollm2_135m,hotpotqa,5a8dab16554299068b959d89,42,hybrid,1.0,0.25
smollm2_135m,hotpotqa,5a8dab16554299068b959d89,87,hybrid,1.0,0.25
smollm2_135m,hotpotqa,5a8a0cb75542992d82986e7d,1,hybrid,0.0,0.0
smollm2_135m,hotpotqa,5a8a0cb75542992d82986e7d,7,hybrid,0.0,0.0
smollm2_135m,hotpotqa,5a8a0cb75542992d82986e7d,21,hybrid,0.0,0.0
smollm2_135m,hotpotqa,5a8a0cb75542992d82986e7d,42,hybrid,0.0,0.0
smollm2_135m,hotpotqa,5a8a0cb75542992d82986e7d,87,hybrid,0.0,0.0
smollm2_135m,hotpotqa,5a84b4005542991dd0999d99,1,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a84b4005542991dd0999d99,7,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a84b4005542991dd0999d99,21,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a84b4005542991dd0999d99,42,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a84b4005542991dd0999d99,87,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a89810655429946c8d6e929,1,bm25,1.0,0.5
smollm2_135m,hotpotqa,5a89810655429946c8d6e929,7,bm25,1.0,0.5
smollm2_135m,hotpotqa,5a89810655429946c8d6e929,21,bm25,1.0,0.5
smollm2_135m,hotpotqa,5a89810655429946c8d6e929,42,bm25,1.0,0.5
smollm2_135m,hotpotqa,5a89810655429946c8d6e929,87,bm25,1.0,0.5
smollm2_135m,hotpotqa,5a78f89055429974737f792b,1,bm25,0.5,0.25
smollm2_135m,hotpotqa,5a78f89055429974737f792b,7,bm25,0.5,0.25
smollm2_135m,hotpotqa,5a78f89055429974737f792b,21,bm25,0.5,0.25
smollm2_135m,hotpotqa,5a78f89055429974737f792b,42,bm25,0.5,0.25
smollm2_135m,hotpotqa,5a78f89055429974737f792b,87,bm25,0.5,0.25
smollm2_135m,hotpotqa,5a8adbf55542992d82986fab,1,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a8adbf55542992d82986fab,7,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a8adbf55542992d82986fab,21,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a8adbf55542992d82986fab,42,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a8adbf55542992d82986fab,87,bm25,1.0,0.25
smollm2_135m,hotpotqa,5ade03c65542990dbb2f7f2e,1,semantic,0.5,0.25
smollm2_135m,hotpotqa,5ade03c65542990dbb2f7f2e,7,semantic,0.5,0.25
smollm2_135m,hotpotqa,5ade03c65542990dbb2f7f2e,21,hybrid,0.5,0.25
smollm2_135m,hotpotqa,5ade03c65542990dbb2f7f2e,42,semantic,0.5,0.25
smollm2_135m,hotpotqa,5ade03c65542990dbb2f7f2e,87,hybrid,0.5,0.25
smollm2_135m,hotpotqa,5abe3abb55429965af743ea1,1,bm25,0.0,0.0
smollm2_135m,hotpotqa,5abe3abb55429965af743ea1,7,bm25,0.0,0.0
smollm2_135m,hotpotqa,5abe3abb55429965af743ea1,21,bm25,0.0,0.0
smollm2_135m,hotpotqa,5abe3abb55429965af743ea1,42,bm25,0.0,0.0
smollm2_135m,hotpotqa,5abe3abb55429965af743ea1,87,bm25,0.0,0.0
smollm2_135m,hotpotqa,5ab67c3f55429954757d32f9,1,exact,0.5,0.25
smollm2_135m,hotpotqa,5ab67c3f55429954757d32f9,7,exact,0.5,0.25
smollm2_135m,hotpotqa,5ab67c3f55429954757d32f9,21,exact,0.5,0.25
smollm2_135m,hotpotqa,5ab67c3f55429954757d32f9,42,exact,0.5,0.25
smollm2_135m,hotpotqa,5ab67c3f55429954757d32f9,87,exact,0.5,0.25
smollm2_135m,hotpotqa,5adf58f15542993a75d264d2,1,bm25,0.25,0.25
smollm2_135m,hotpotqa,5adf58f15542993a75d264d2,7,bm25,0.25,0.25
smollm2_135m,hotpotqa,5adf58f15542993a75d264d2,21,bm25,0.25,0.25
smollm2_135m,hotpotqa,5adf58f15542993a75d264d2,42,bm25,0.25,0.25
smollm2_135m,hotpotqa,5adf58f15542993a75d264d2,87,bm25,0.25,0.25
smollm2_135m,hotpotqa,5adccaca5542994d58a2f6d5,1,bm25,0.5,0.25
smollm2_135m,hotpotqa,5adccaca5542994d58a2f6d5,7,bm25,0.5,0.25
smollm2_135m,hotpotqa,5adccaca5542994d58a2f6d5,21,bm25,0.5,0.25
smollm2_135m,hotpotqa,5adccaca5542994d58a2f6d5,42,bm25,0.5,0.25
smollm2_135m,hotpotqa,5adccaca5542994d58a2f6d5,87,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ae6e0485542996d980e7ca6,1,bm25,1.0,0.5
smollm2_135m,hotpotqa,5ae6e0485542996d980e7ca6,7,bm25,1.0,0.5
smollm2_135m,hotpotqa,5ae6e0485542996d980e7ca6,21,bm25,1.0,0.5
smollm2_135m,hotpotqa,5ae6e0485542996d980e7ca6,42,bm25,1.0,0.5
smollm2_135m,hotpotqa,5ae6e0485542996d980e7ca6,87,bm25,1.0,0.5
smollm2_135m,hotpotqa,5ae08dad55429945ae9593b9,1,semantic,1.0,0.25
smollm2_135m,hotpotqa,5ae08dad55429945ae9593b9,7,semantic,1.0,0.25
smollm2_135m,hotpotqa,5ae08dad55429945ae9593b9,21,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ae08dad55429945ae9593b9,42,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ae08dad55429945ae9593b9,87,bm25,0.5,0.25
smollm2_135m,hotpotqa,5adbc9a4554299438c868caf,1,bm25,0.5,0.25
smollm2_135m,hotpotqa,5adbc9a4554299438c868caf,7,bm25,0.5,0.25
smollm2_135m,hotpotqa,5adbc9a4554299438c868caf,21,bm25,0.5,0.25
smollm2_135m,hotpotqa,5adbc9a4554299438c868caf,42,bm25,0.5,0.25
smollm2_135m,hotpotqa,5adbc9a4554299438c868caf,87,bm25,0.5,0.25
smollm2_135m,hotpotqa,5a8708ba55429960ec39b701,1,bm25,0.6666666666666666,0.75
smollm2_135m,hotpotqa,5a8708ba55429960ec39b701,7,bm25,0.6666666666666666,0.75
smollm2_135m,hotpotqa,5a8708ba55429960ec39b701,21,bm25,0.6666666666666666,0.75
smollm2_135m,hotpotqa,5a8708ba55429960ec39b701,42,bm25,0.6666666666666666,0.75
smollm2_135m,hotpotqa,5a8708ba55429960ec39b701,87,bm25,0.6666666666666666,0.75
smollm2_135m,hotpotqa,5abf12f25542997719eab667,1,exact,1.0,0.25
smollm2_135m,hotpotqa,5abf12f25542997719eab667,7,exact,1.0,0.25
smollm2_135m,hotpotqa,5abf12f25542997719eab667,21,exact,1.0,0.25
smollm2_135m,hotpotqa,5abf12f25542997719eab667,42,exact,1.0,0.25
smollm2_135m,hotpotqa,5abf12f25542997719eab667,87,exact,1.0,0.25
smollm2_135m,hotpotqa,5ae7a5f05542993210983ece,1,semantic,1.0,0.25
smollm2_135m,hotpotqa,5ae7a5f05542993210983ece,7,semantic,1.0,0.25
smollm2_135m,hotpotqa,5ae7a5f05542993210983ece,21,semantic,1.0,0.25
smollm2_135m,hotpotqa,5ae7a5f05542993210983ece,42,semantic,1.0,0.25
smollm2_135m,hotpotqa,5ae7a5f05542993210983ece,87,semantic,1.0,0.25
smollm2_135m,hotpotqa,5ae573b25542990ba0bbb2b4,1,semantic,0.0,0.0
smollm2_135m,hotpotqa,5ae573b25542990ba0bbb2b4,7,semantic,0.0,0.0
smollm2_135m,hotpotqa,5ae573b25542990ba0bbb2b4,21,semantic,0.0,0.0
smollm2_135m,hotpotqa,5ae573b25542990ba0bbb2b4,42,semantic,0.0,0.0
smollm2_135m,hotpotqa,5ae573b25542990ba0bbb2b4,87,semantic,0.0,0.0
smollm2_135m,hotpotqa,5a78d35e55429974737f78c3,1,exact,0.0,0.0
smollm2_135m,hotpotqa,5a78d35e55429974737f78c3,7,exact,0.0,0.0
smollm2_135m,hotpotqa,5a78d35e55429974737f78c3,21,exact,0.0,0.0
smollm2_135m,hotpotqa,5a78d35e55429974737f78c3,42,exact,0.0,0.0
smollm2_135m,hotpotqa,5a78d35e55429974737f78c3,87,exact,0.0,0.0
smollm2_135m,hotpotqa,5ae55dda5542992663a4f1e9,1,bm25,1.0,0.25
smollm2_135m,hotpotqa,5ae55dda5542992663a4f1e9,7,bm25,1.0,0.25
smollm2_135m,hotpotqa,5ae55dda5542992663a4f1e9,21,bm25,1.0,0.25
smollm2_135m,hotpotqa,5ae55dda5542992663a4f1e9,42,bm25,1.0,0.25
smollm2_135m,hotpotqa,5ae55dda5542992663a4f1e9,87,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a89f6235542993b751ca9c7,1,semantic,0.0,0.0
smollm2_135m,hotpotqa,5a89f6235542993b751ca9c7,7,semantic,0.0,0.0
smollm2_135m,hotpotqa,5a89f6235542993b751ca9c7,21,semantic,0.0,0.0
smollm2_135m,hotpotqa,5a89f6235542993b751ca9c7,42,semantic,0.0,0.0
smollm2_135m,hotpotqa,5a89f6235542993b751ca9c7,87,semantic,0.0,0.0
smollm2_135m,hotpotqa,5a71717d5542994082a3e834,1,hybrid,0.5,0.25
smollm2_135m,hotpotqa,5a71717d5542994082a3e834,7,hybrid,0.5,0.25
smollm2_135m,hotpotqa,5a71717d5542994082a3e834,21,hybrid,0.5,0.25
smollm2_135m,hotpotqa,5a71717d5542994082a3e834,42,hybrid,0.5,0.25
smollm2_135m,hotpotqa,5a71717d5542994082a3e834,87,hybrid,0.5,0.25
smollm2_135m,hotpotqa,5abac89d55429901930fa8b5,1,bm25,0.75,0.5
smollm2_135m,hotpotqa,5abac89d55429901930fa8b5,7,bm25,0.75,0.5
smollm2_135m,hotpotqa,5abac89d55429901930fa8b5,21,bm25,0.75,0.5
smollm2_135m,hotpotqa,5abac89d55429901930fa8b5,42,bm25,0.75,0.5
smollm2_135m,hotpotqa,5abac89d55429901930fa8b5,87,bm25,0.75,0.5
smollm2_135m,hotpotqa,5ab7c87d55429928e1fe38de,1,bm25,0.3333333333333333,0.25
smollm2_135m,hotpotqa,5ab7c87d55429928e1fe38de,7,bm25,0.3333333333333333,0.25
smollm2_135m,hotpotqa,5ab7c87d55429928e1fe38de,21,bm25,0.3333333333333333,0.25
smollm2_135m,hotpotqa,5ab7c87d55429928e1fe38de,42,bm25,0.3333333333333333,0.25
smollm2_135m,hotpotqa,5ab7c87d55429928e1fe38de,87,bm25,0.3333333333333333,0.25
smollm2_135m,hotpotqa,5a74d4f355429974ef308c79,1,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a74d4f355429974ef308c79,7,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a74d4f355429974ef308c79,21,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a74d4f355429974ef308c79,42,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a74d4f355429974ef308c79,87,bm25,1.0,0.25
smollm2_135m,hotpotqa,5ab2da13554299194fa93542,1,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ab2da13554299194fa93542,7,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ab2da13554299194fa93542,21,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ab2da13554299194fa93542,42,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ab2da13554299194fa93542,87,bm25,0.5,0.25
smollm2_135m,hotpotqa,5a7e08b55542997cc2c474fe,1,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a7e08b55542997cc2c474fe,7,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a7e08b55542997cc2c474fe,21,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a7e08b55542997cc2c474fe,42,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a7e08b55542997cc2c474fe,87,bm25,1.0,0.25
smollm2_135m,hotpotqa,5a7d7deb5542995f4f402282,1,bm25,0.5,0.25
smollm2_135m,hotpotqa,5a7d7deb5542995f4f402282,7,bm25,0.5,0.25
smollm2_135m,hotpotqa,5a7d7deb5542995f4f402282,21,bm25,0.5,0.25
smollm2_135m,hotpotqa,5a7d7deb5542995f4f402282,42,bm25,0.5,0.25
smollm2_135m,hotpotqa,5a7d7deb5542995f4f402282,87,bm25,0.5,0.25
smollm2_135m,hotpotqa,5abc5955554299114383a118,1,hybrid,0.0,0.0
smollm2_135m,hotpotqa,5abc5955554299114383a118,7,hybrid,0.0,0.0
smollm2_135m,hotpotqa,5abc5955554299114383a118,21,hybrid,0.0,0.0
smollm2_135m,hotpotqa,5abc5955554299114383a118,42,hybrid,0.0,0.0
smollm2_135m,hotpotqa,5abc5955554299114383a118,87,hybrid,0.0,0.0
smollm2_135m,hotpotqa,5ae5429355429908b63265c5,1,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ae5429355429908b63265c5,7,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ae5429355429908b63265c5,21,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ae5429355429908b63265c5,42,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ae5429355429908b63265c5,87,bm25,0.5,0.25
smollm2_135m,hotpotqa,5ab91ef3554299753720f708,1,semantic,0.0,0.0
smollm2_135m,hotpotqa,5ab91ef3554299753720f708,7,semantic,0.0,0.0
smollm2_135m,hotpotqa,5ab91ef3554299753720f708,21,semantic,0.0,0.0
smollm2_135m,hotpotqa,5ab91ef3554299753720f708,42,semantic,0.0,0.0
smollm2_135m,hotpotqa,5ab91ef3554299753720f708,87,semantic,0.0,0.0
smollm2_135m,hotpotqa,5a7c25895542997c3ec972e6,1,bm25,0.25,0.25
smollm2_135m,hotpotqa,5a7c25895542997c3ec972e6,7,bm25,0.25,0.25
smollm2_135m,hotpotqa,5a7c25895542997c3ec972e6,21,bm25,0.25,0.25
smollm2_135m,hotpotqa,5a7c25895542997c3ec972e6,42,bm25,0.25,0.25
smollm2_135m,hotpotqa,5a7c25895542997c3ec972e6,87,bm25,0.25,0.25
smollm2_135m,hotpotqa,5ae763aa5542995703ce8c09,1,bm25,0.6666666666666666,0.25
smollm2_135m,hotpotqa,5ae763aa5542995703ce8c09,7,bm25,0.6666666666666666,0.25
smollm2_135m,hotpotqa,5ae763aa5542995703ce8c09,21,bm25,0.6666666666666666,0.25
smollm2_135m,hotpotqa,5ae763aa5542995703ce8c09,42,bm25,0.6666666666666666,0.25
smollm2_135m,hotpotqa,5ae763aa5542995703ce8c09,87,bm25,0.6666666666666666,0.25
smollm2_135m,hotpotqa,5ae81b895542997ec272770c,1,exact,0.5,0.25
smollm2_135m,hotpotqa,5ae81b895542997ec272770c,7,exact,0.5,0.25
smollm2_135m,hotpotqa,5ae81b895542997ec272770c,21,exact,0.5,0.25
smollm2_135m,hotpotqa,5ae81b895542997ec272770c,42,exact,0.5,0.25
smollm2_135m,hotpotqa,5ae81b895542997ec272770c,87,exact,0.5,0.25
smollm2_135m,hotpotqa,5adf41a45542993a75d26456,1,bm25,0.6666666666666666,0.5
smollm2_135m,hotpotqa,5adf41a45542993a75d26456,7,bm25,0.6666666666666666,0.5
smollm2_135m,hotpotqa,5adf41a45542993a75d26456,21,bm25,0.6666666666666666,0.5
smollm2_135m,hotpotqa,5adf41a45542993a75d26456,42,bm25,0.6666666666666666,0.5
smollm2_135m,hotpotqa,5adf41a45542993a75d26456,87,bm25,0.6666666666666666,0.5
smollm2_135m,hotpotqa,5adc6c4c5542994650320ce0,1,approximate,0.5,0.25
smollm2_135m,hotpotqa,5adc6c4c5542994650320ce0,7,bm25,0.0,0.0
smollm2_135m,hotpotqa,5adc6c4c5542994650320ce0,21,semantic,0.0,0.0
smollm2_135m,hotpotqa,5adc6c4c5542994650320ce0,42,hybrid,0.0,0.0
smollm2_135m,hotpotqa,5adc6c4c5542994650320ce0,87,hybrid,0.0,0.0
smollm2_135m,qasper,1911.00841:c70bafc35e27be9d1efae60596bc0dd390c124c0,1,exact,0.0,0.0
smollm2_135m,qasper,1911.00841:c70bafc35e27be9d1efae60596bc0dd390c124c0,7,exact,0.0,0.0
smollm2_135m,qasper,1911.00841:c70bafc35e27be9d1efae60596bc0dd390c124c0,21,exact,0.0,0.0
smollm2_135m,qasper,1911.00841:c70bafc35e27be9d1efae60596bc0dd390c124c0,42,exact,0.0,0.0
smollm2_135m,qasper,1911.00841:c70bafc35e27be9d1efae60596bc0dd390c124c0,87,exact,0.0,0.0
smollm2_135m,qasper,1805.01445:22744c3bc68f120669fc69490f8e539b09e34b94,1,hybrid,0.0,0.0
smollm2_135m,qasper,1805.01445:22744c3bc68f120669fc69490f8e539b09e34b94,7,hybrid,0.0,0.0
smollm2_135m,qasper,1805.01445:22744c3bc68f120669fc69490f8e539b09e34b94,21,hybrid,0.0,0.0
smollm2_135m,qasper,1805.01445:22744c3bc68f120669fc69490f8e539b09e34b94,42,hybrid,0.0,0.0
smollm2_135m,qasper,1805.01445:22744c3bc68f120669fc69490f8e539b09e34b94,87,hybrid,0.0,0.0
smollm2_135m,qasper,2002.02070:f88036174b4a0dbf4fe70ddad884d16082c5748d,1,exact,0.5,0.25
smollm2_135m,qasper,2002.02070:f88036174b4a0dbf4fe70ddad884d16082c5748d,7,exact,0.5,0.25
smollm2_135m,qasper,2002.02070:f88036174b4a0dbf4fe70ddad884d16082c5748d,21,exact,0.5,0.25
smollm2_135m,qasper,2002.02070:f88036174b4a0dbf4fe70ddad884d16082c5748d,42,exact,0.5,0.25
smollm2_135m,qasper,2002.02070:f88036174b4a0dbf4fe70ddad884d16082c5748d,87,exact,0.5,0.25
smollm2_135m,qasper,1706.08198:8ce11515634236165cdb06ba80b9a36a8b9099a2,1,semantic,0.0,0.0
smollm2_135m,qasper,1706.08198:8ce11515634236165cdb06ba80b9a36a8b9099a2,7,semantic,0.0,0.0
smollm2_135m,qasper,1706.08198:8ce11515634236165cdb06ba80b9a36a8b9099a2,21,semantic,0.0,0.0
smollm2_135m,qasper,1706.08198:8ce11515634236165cdb06ba80b9a36a8b9099a2,42,semantic,0.0,0.0
smollm2_135m,qasper,1706.08198:8ce11515634236165cdb06ba80b9a36a8b9099a2,87,semantic,0.0,0.0
smollm2_135m,qasper,1909.13714:5563a3538d311c979c2fb83c1cc9afc66ff6fffc,1,exact,1.0,0.25
smollm2_135m,qasper,1909.13714:5563a3538d311c979c2fb83c1cc9afc66ff6fffc,7,exact,1.0,0.25
smollm2_135m,qasper,1909.13714:5563a3538d311c979c2fb83c1cc9afc66ff6fffc,21,exact,1.0,0.25
smollm2_135m,qasper,1909.13714:5563a3538d311c979c2fb83c1cc9afc66ff6fffc,42,exact,1.0,0.25
smollm2_135m,qasper,1909.13714:5563a3538d311c979c2fb83c1cc9afc66ff6fffc,87,exact,1.0,0.25
smollm2_135m,qasper,1603.01514:6568a31241167f618ef5ede939053feaa2fb0d7e,1,semantic,0.0,0.0
smollm2_135m,qasper,1603.01514:6568a31241167f618ef5ede939053feaa2fb0d7e,7,semantic,0.0,0.0
smollm2_135m,qasper,1603.01514:6568a31241167f618ef5ede939053feaa2fb0d7e,21,semantic,0.0,0.0
smollm2_135m,qasper,1603.01514:6568a31241167f618ef5ede939053feaa2fb0d7e,42,semantic,0.0,0.0
smollm2_135m,qasper,1603.01514:6568a31241167f618ef5ede939053feaa2fb0d7e,87,semantic,0.0,0.0
smollm2_135m,qasper,1906.08593:6236762b5631d9e395f81e1ebccc4bf3ab9b24ac,1,exact,0.1111111111111111,0.25
smollm2_135m,qasper,1906.08593:6236762b5631d9e395f81e1ebccc4bf3ab9b24ac,7,exact,0.1111111111111111,0.25
smollm2_135m,qasper,1906.08593:6236762b5631d9e395f81e1ebccc4bf3ab9b24ac,21,exact,0.1111111111111111,0.25
smollm2_135m,qasper,1906.08593:6236762b5631d9e395f81e1ebccc4bf3ab9b24ac,42,exact,0.1111111111111111,0.25
smollm2_135m,qasper,1906.08593:6236762b5631d9e395f81e1ebccc4bf3ab9b24ac,87,exact,0.1111111111111111,0.25
smollm2_135m,qasper,1604.08504:dac087e1328e65ca08f66d8b5307d6624bf3943f,1,exact,1.0,0.25
smollm2_135m,qasper,1604.08504:dac087e1328e65ca08f66d8b5307d6624bf3943f,7,exact,1.0,0.25
smollm2_135m,qasper,1604.08504:dac087e1328e65ca08f66d8b5307d6624bf3943f,21,exact,1.0,0.25
smollm2_135m,qasper,1604.08504:dac087e1328e65ca08f66d8b5307d6624bf3943f,42,exact,1.0,0.25
smollm2_135m,qasper,1604.08504:dac087e1328e65ca08f66d8b5307d6624bf3943f,87,exact,1.0,0.25
smollm2_135m,qasper,1907.04433:5f2bade0881c719ab026bc2e2962e2ada96cdb25,1,hybrid,1.0,0.25
smollm2_135m,qasper,1907.04433:5f2bade0881c719ab026bc2e2962e2ada96cdb25,7,hybrid,1.0,0.25
smollm2_135m,qasper,1907.04433:5f2bade0881c719ab026bc2e2962e2ada96cdb25,21,hybrid,1.0,0.25
smollm2_135m,qasper,1907.04433:5f2bade0881c719ab026bc2e2962e2ada96cdb25,42,hybrid,1.0,0.25
smollm2_135m,qasper,1907.04433:5f2bade0881c719ab026bc2e2962e2ada96cdb25,87,hybrid,1.0,0.25
smollm2_135m,qasper,1911.07555:307e8ab37b67202fe22aedd9a98d9d06aaa169c5,1,bm25,0.0,0.0
smollm2_135m,qasper,1911.07555:307e8ab37b67202fe22aedd9a98d9d06aaa169c5,7,bm25,0.0,0.0
smollm2_135m,qasper,1911.07555:307e8ab37b67202fe22aedd9a98d9d06aaa169c5,21,bm25,0.0,0.0
smollm2_135m,qasper,1911.07555:307e8ab37b67202fe22aedd9a98d9d06aaa169c5,42,bm25,0.0,0.0
smollm2_135m,qasper,1911.07555:307e8ab37b67202fe22aedd9a98d9d06aaa169c5,87,bm25,0.0,0.0
smollm2_135m,qasper,1808.09111:5eabfc6cc8aa8a99e6e42514ef9584569cb75dec,1,exact,1.0,0.25
smollm2_135m,qasper,1808.09111:5eabfc6cc8aa8a99e6e42514ef9584569cb75dec,7,exact,1.0,0.25
smollm2_135m,qasper,1808.09111:5eabfc6cc8aa8a99e6e42514ef9584569cb75dec,21,exact,1.0,0.25
smollm2_135m,qasper,1808.09111:5eabfc6cc8aa8a99e6e42514ef9584569cb75dec,42,exact,1.0,0.25
smollm2_135m,qasper,1808.09111:5eabfc6cc8aa8a99e6e42514ef9584569cb75dec,87,exact,1.0,0.25
smollm2_135m,qasper,1704.04452:8e44c02c2d9fa56fb74ace35ee70a5add50b52ae,1,exact,0.0,0.0
smollm2_135m,qasper,1704.04452:8e44c02c2d9fa56fb74ace35ee70a5add50b52ae,7,exact,0.0,0.0
smollm2_135m,qasper,1704.04452:8e44c02c2d9fa56fb74ace35ee70a5add50b52ae,21,exact,0.0,0.0
