dataset,policy,E,examples,N,K,recovered,R_E,P_E,C_E,K_over_N,K_over_E,rho,eta
musique,exact->native_semantic,26.0,2,91.0,4.0,1.0,0.038461538461538464,0.25,0.0,0.044003868471953575,0.15384615384615385,0.9559961315280465,0.8461538461538461
musique,exact->native_semantic,30.0,1,94.0,4.0,2.0,0.06666666666666667,0.5,0.0,0.0425531914893617,0.13333333333333333,0.9574468085106383,1.5666666666666667
musique,exact->native_semantic,32.0,1,94.0,4.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.125,0.9574468085106383,0.0
musique,exact->native_semantic,7.0,2,78.0,4.0,0.0,0.0,0.0,0.0,0.051587301587301584,0.5714285714285714,0.9484126984126984,0.0
musique,exact->native_semantic,8.0,1,110.0,4.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.5,0.9636363636363636,0.0
musique,gist->bm25_state,10.0,2,73.0,4.0,1.5,0.15000000000000002,0.375,0.0,0.05631629701060752,0.4,0.9436837029893925,2.8875
musique,gist->bm25_state,11.0,2,66.0,4.0,1.0,0.09090909090909091,0.25,0.0,0.06066176470588235,0.36363636363636365,0.9393382352941176,1.5
musique,gist->bm25_state,12.0,4,76.5,4.0,1.0,0.08333333333333333,0.25,0.0,0.05328631941535167,0.3333333333333333,0.9467136805846483,1.5625
musique,gist->bm25_state,14.0,2,81.0,4.0,1.0,0.07142857142857142,0.25,0.0,0.05,0.2857142857142857,0.95,1.4464285714285714
musique,gist->bm25_state,16.0,1,87.0,4.0,0.0,0.0,0.0,0.0,0.04597701149425287,0.25,0.9540229885057472,0.0
musique,gist->bm25_state,26.0,2,91.0,4.0,1.0,0.038461538461538464,0.25,0.0,0.044003868471953575,0.15384615384615385,0.9559961315280465,0.875
musique,gist->bm25_state,30.0,1,94.0,4.0,1.0,0.03333333333333333,0.25,0.0,0.0425531914893617,0.13333333333333333,0.9574468085106383,0.7833333333333333
musique,gist->bm25_state,32.0,1,94.0,4.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.125,0.9574468085106383,0.0
musique,gist->bm25_state,7.0,2,78.0,4.0,0.5,0.07142857142857142,0.125,0.0,0.051587301587301584,0.5714285714285714,0.9484126984126984,1.2857142857142858
musique,gist->bm25_state,8.0,1,110.0,4.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.5,0.9636363636363636,0.0
musique,gist->exact_new_address,10.0,2,73.0,4.0,1.0,0.1,0.25,0.0,0.05631629701060752,0.4,0.9436837029893925,1.825
musique,gist->exact_new_address,11.0,2,66.0,4.0,1.0,0.09090909090909091,0.25,0.0,0.06066176470588235,0.36363636363636365,0.9393382352941176,1.5
musique,gist->exact_new_address,12.0,4,76.5,4.0,0.5,0.041666666666666664,0.125,0.0,0.05328631941535167,0.3333333333333333,0.9467136805846483,0.78125
musique,gist->exact_new_address,14.0,2,81.0,4.0,1.0,0.07142857142857142,0.25,0.0,0.05,0.2857142857142857,0.95,1.2857142857142858
musique,gist->exact_new_address,16.0,1,87.0,4.0,0.0,0.0,0.0,0.0,0.04597701149425287,0.25,0.9540229885057472,0.0
musique,gist->exact_new_address,26.0,2,91.0,4.0,0.5,0.019230769230769232,0.125,0.0,0.044003868471953575,0.15384615384615385,0.9559961315280465,0.451923076923077
musique,gist->exact_new_address,30.0,1,94.0,4.0,2.0,0.06666666666666667,0.5,0.0,0.0425531914893617,0.13333333333333333,0.9574468085106383,1.5666666666666667
musique,gist->exact_new_address,32.0,1,94.0,4.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.125,0.9574468085106383,0.0
musique,gist->exact_new_address,7.0,2,78.0,4.0,0.0,0.0,0.0,0.0,0.051587301587301584,0.5714285714285714,0.9484126984126984,0.0
musique,gist->exact_new_address,8.0,1,110.0,4.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.5,0.9636363636363636,0.0
musique,gist->hybrid_state,10.0,2,73.0,4.0,1.0,0.1,0.25,0.0,0.05631629701060752,0.4,0.9436837029893925,1.825
musique,gist->hybrid_state,11.0,2,66.0,4.0,1.0,0.09090909090909091,0.25,0.0,0.06066176470588235,0.36363636363636365,0.9393382352941176,1.5
musique,gist->hybrid_state,12.0,4,76.5,4.0,0.5,0.041666666666666664,0.125,0.0,0.05328631941535167,0.3333333333333333,0.9467136805846483,0.78125
musique,gist->hybrid_state,14.0,2,81.0,4.0,0.5,0.03571428571428571,0.125,0.0,0.05,0.2857142857142857,0.95,0.6428571428571429
musique,gist->hybrid_state,16.0,1,87.0,4.0,0.0,0.0,0.0,0.0,0.04597701149425287,0.25,0.9540229885057472,0.0
musique,gist->hybrid_state,26.0,2,91.0,4.0,0.0,0.0,0.0,0.0,0.044003868471953575,0.15384615384615385,0.9559961315280465,0.0
musique,gist->hybrid_state,30.0,1,94.0,4.0,1.0,0.03333333333333333,0.25,0.0,0.0425531914893617,0.13333333333333333,0.9574468085106383,0.7833333333333333
musique,gist->hybrid_state,32.0,1,94.0,4.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.125,0.9574468085106383,0.0
musique,gist->hybrid_state,7.0,2,78.0,4.0,0.0,0.0,0.0,0.0,0.051587301587301584,0.5714285714285714,0.9484126984126984,0.0
musique,gist->hybrid_state,8.0,1,110.0,4.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.5,0.9636363636363636,0.0
musique,gist->native_semantic,10.0,2,73.0,4.0,1.5,0.15000000000000002,0.375,0.0,0.05631629701060752,0.4,0.9436837029893925,2.8875
musique,gist->native_semantic,11.0,2,66.0,4.0,1.0,0.09090909090909091,0.25,0.0,0.06066176470588235,0.36363636363636365,0.9393382352941176,1.5
musique,gist->native_semantic,12.0,4,76.5,4.0,1.0,0.08333333333333333,0.25,0.0,0.05328631941535167,0.3333333333333333,0.9467136805846483,1.5208333333333335
musique,gist->native_semantic,14.0,2,81.0,4.0,0.5,0.03571428571428571,0.125,0.0,0.05,0.2857142857142857,0.95,0.6428571428571429
musique,gist->native_semantic,16.0,1,87.0,4.0,0.0,0.0,0.0,0.0,0.04597701149425287,0.25,0.9540229885057472,0.0
musique,gist->native_semantic,26.0,2,91.0,4.0,0.0,0.0,0.0,0.0,0.044003868471953575,0.15384615384615385,0.9559961315280465,0.0
musique,gist->native_semantic,30.0,1,94.0,4.0,1.0,0.03333333333333333,0.25,0.0,0.0425531914893617,0.13333333333333333,0.9574468085106383,0.7833333333333333
musique,gist->native_semantic,32.0,1,94.0,4.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.125,0.9574468085106383,0.0
musique,gist->native_semantic,7.0,2,78.0,4.0,1.0,0.14285714285714285,0.25,0.0,0.051587301587301584,0.5714285714285714,0.9484126984126984,2.5714285714285716
musique,gist->native_semantic,8.0,1,110.0,4.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.5,0.9636363636363636,0.0
musique,hybrid->bm25_state,10.0,2,73.0,4.0,2.0,0.2,0.5,0.0,0.05631629701060752,0.4,0.9436837029893925,3.65
musique,hybrid->bm25_state,11.0,2,66.0,4.0,0.0,0.0,0.0,0.0,0.06066176470588235,0.36363636363636365,0.9393382352941176,0.0
musique,hybrid->bm25_state,12.0,4,76.5,4.0,1.0,0.08333333333333333,0.25,0.0,0.05328631941535167,0.3333333333333333,0.9467136805846483,1.6979166666666667
musique,hybrid->bm25_state,14.0,2,81.0,4.0,1.0,0.07142857142857142,0.25,0.0,0.05,0.2857142857142857,0.95,1.4464285714285714
musique,hybrid->bm25_state,16.0,1,87.0,4.0,0.0,0.0,0.0,0.0,0.04597701149425287,0.25,0.9540229885057472,0.0
musique,hybrid->bm25_state,26.0,2,91.0,4.0,2.0,0.07692307692307693,0.5,0.0,0.044003868471953575,0.15384615384615385,0.9559961315280465,1.7211538461538463
musique,hybrid->bm25_state,30.0,1,94.0,4.0,2.0,0.06666666666666667,0.5,0.0,0.0425531914893617,0.13333333333333333,0.9574468085106383,1.5666666666666667
musique,hybrid->bm25_state,32.0,1,94.0,4.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.125,0.9574468085106383,0.0
musique,hybrid->bm25_state,7.0,2,78.0,4.0,0.5,0.07142857142857142,0.125,0.0,0.051587301587301584,0.5714285714285714,0.9484126984126984,1.2857142857142858
musique,hybrid->bm25_state,8.0,1,110.0,4.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.5,0.9636363636363636,0.0
musique,hybrid->exact_new_address,10.0,2,73.0,4.0,2.5,0.25,0.625,0.0,0.05631629701060752,0.4,0.9436837029893925,4.4125
musique,hybrid->exact_new_address,11.0,2,66.0,4.0,0.0,0.0,0.0,0.0,0.06066176470588235,0.36363636363636365,0.9393382352941176,0.0
musique,hybrid->exact_new_address,12.0,4,76.5,4.0,1.0,0.08333333333333333,0.25,0.0,0.05328631941535167,0.3333333333333333,0.9467136805846483,1.6979166666666667
musique,hybrid->exact_new_address,14.0,2,81.0,4.0,2.0,0.14285714285714285,0.5,0.0,0.05,0.2857142857142857,0.95,2.892857142857143
musique,hybrid->exact_new_address,16.0,1,87.0,4.0,0.0,0.0,0.0,0.0,0.04597701149425287,0.25,0.9540229885057472,0.0
musique,hybrid->exact_new_address,26.0,2,91.0,4.0,1.0,0.038461538461538464,0.25,0.0,0.044003868471953575,0.15384615384615385,0.9559961315280465,0.8461538461538461
musique,hybrid->exact_new_address,30.0,1,94.0,4.0,4.0,0.13333333333333333,1.0,0.0,0.0425531914893617,0.13333333333333333,0.9574468085106383,3.1333333333333333
musique,hybrid->exact_new_address,32.0,1,94.0,4.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.125,0.9574468085106383,0.0
musique,hybrid->exact_new_address,7.0,2,78.0,4.0,0.0,0.0,0.0,0.0,0.051587301587301584,0.5714285714285714,0.9484126984126984,0.0
musique,hybrid->exact_new_address,8.0,1,110.0,4.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.5,0.9636363636363636,0.0
musique,hybrid->hybrid_state,10.0,2,73.0,4.0,2.0,0.2,0.5,0.0,0.05631629701060752,0.4,0.9436837029893925,3.65
musique,hybrid->hybrid_state,11.0,2,66.0,4.0,0.0,0.0,0.0,0.0,0.06066176470588235,0.36363636363636365,0.9393382352941176,0.0
musique,hybrid->hybrid_state,12.0,4,76.5,4.0,0.5,0.041666666666666664,0.125,0.0,0.05328631941535167,0.3333333333333333,0.9467136805846483,0.78125
musique,hybrid->hybrid_state,14.0,2,81.0,4.0,1.0,0.07142857142857142,0.25,0.0,0.05,0.2857142857142857,0.95,1.4464285714285714
musique,hybrid->hybrid_state,16.0,1,87.0,4.0,0.0,0.0,0.0,0.0,0.04597701149425287,0.25,0.9540229885057472,0.0
musique,hybrid->hybrid_state,26.0,2,91.0,4.0,1.0,0.038461538461538464,0.25,0.0,0.044003868471953575,0.15384615384615385,0.9559961315280465,0.8461538461538461
musique,hybrid->hybrid_state,30.0,1,94.0,4.0,4.0,0.13333333333333333,1.0,0.0,0.0425531914893617,0.13333333333333333,0.9574468085106383,3.1333333333333333
musique,hybrid->hybrid_state,32.0,1,94.0,4.0,1.0,0.03125,0.25,0.0,0.0425531914893617,0.125,0.9574468085106383,0.734375
musique,hybrid->hybrid_state,7.0,2,78.0,4.0,0.0,0.0,0.0,0.0,0.051587301587301584,0.5714285714285714,0.9484126984126984,0.0
musique,hybrid->hybrid_state,8.0,1,110.0,4.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.5,0.9636363636363636,0.0
musique,hybrid->native_semantic,10.0,2,73.0,4.0,1.5,0.15000000000000002,0.375,0.0,0.05631629701060752,0.4,0.9436837029893925,2.8875
musique,hybrid->native_semantic,11.0,2,66.0,4.0,0.0,0.0,0.0,0.0,0.06066176470588235,0.36363636363636365,0.9393382352941176,0.0
musique,hybrid->native_semantic,12.0,4,76.5,4.0,1.25,0.10416666666666666,0.3125,0.0,0.05328631941535167,0.3333333333333333,0.9467136805846483,2.03125
musique,hybrid->native_semantic,14.0,2,81.0,4.0,1.0,0.07142857142857142,0.25,0.0,0.05,0.2857142857142857,0.95,1.4464285714285714
musique,hybrid->native_semantic,16.0,1,87.0,4.0,0.0,0.0,0.0,0.0,0.04597701149425287,0.25,0.9540229885057472,0.0
musique,hybrid->native_semantic,26.0,2,91.0,4.0,1.0,0.038461538461538464,0.25,0.0,0.044003868471953575,0.15384615384615385,0.9559961315280465,0.8461538461538461
musique,hybrid->native_semantic,30.0,1,94.0,4.0,2.0,0.06666666666666667,0.5,0.0,0.0425531914893617,0.13333333333333333,0.9574468085106383,1.5666666666666667
musique,hybrid->native_semantic,32.0,1,94.0,4.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.125,0.9574468085106383,0.0
musique,hybrid->native_semantic,7.0,2,78.0,4.0,0.0,0.0,0.0,0.0,0.051587301587301584,0.5714285714285714,0.9484126984126984,0.0
musique,hybrid->native_semantic,8.0,1,110.0,4.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.5,0.9636363636363636,0.0
qasper,approx->bm25_state,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,approx->bm25_state,13.0,1,161.0,4.0,0.0,0.0,0.0,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,0.0
qasper,approx->bm25_state,14.0,1,148.0,4.0,1.0,0.07142857142857142,0.25,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,2.6428571428571423
qasper,approx->bm25_state,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,approx->bm25_state,3.0,1,176.0,4.0,0.0,0.0,0.0,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,0.0
qasper,approx->bm25_state,4.0,1,72.0,4.0,1.0,0.25,0.25,0.0,0.05555555555555555,1.0,0.9444444444444444,4.5
qasper,approx->bm25_state,5.0,3,179.0,4.0,0.3333333333333333,0.06666666666666667,0.08333333333333333,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,2.8333333333333335
qasper,approx->bm25_state,6.0,1,68.0,4.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,0.0
qasper,approx->bm25_state,7.0,2,103.0,4.0,0.0,0.0,0.0,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,0.0
qasper,approx->bm25_state,75.0,1,290.0,4.0,1.0,0.013333333333333334,0.25,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,0.9666666666666668
qasper,approx->bm25_state,8.0,2,138.5,4.0,1.0,0.125,0.25,0.0,0.03330928330928331,0.5,0.9666907166907167,5.90625
qasper,approx->exact_new_address,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,approx->exact_new_address,13.0,1,161.0,4.0,1.0,0.07692307692307693,0.25,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,3.0961538461538467
qasper,approx->exact_new_address,14.0,1,148.0,4.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,0.0
qasper,approx->exact_new_address,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,approx->exact_new_address,3.0,1,176.0,4.0,0.0,0.0,0.0,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,0.0
qasper,approx->exact_new_address,4.0,1,72.0,4.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.0,0.9444444444444444,0.0
qasper,approx->exact_new_address,5.0,3,179.0,4.0,0.6666666666666666,0.13333333333333333,0.16666666666666666,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,5.516666666666667
qasper,approx->exact_new_address,6.0,1,68.0,4.0,1.0,0.16666666666666666,0.25,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,2.833333333333333
qasper,approx->exact_new_address,7.0,2,103.0,4.0,0.5,0.07142857142857142,0.125,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,1.6785714285714286
qasper,approx->exact_new_address,75.0,1,290.0,4.0,1.0,0.013333333333333334,0.25,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,0.9666666666666668
qasper,approx->exact_new_address,8.0,2,138.5,4.0,1.0,0.125,0.25,0.0,0.03330928330928331,0.5,0.9666907166907167,5.90625
qasper,approx->hybrid_state,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,approx->hybrid_state,13.0,1,161.0,4.0,0.0,0.0,0.0,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,0.0
qasper,approx->hybrid_state,14.0,1,148.0,4.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,0.0
qasper,approx->hybrid_state,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,approx->hybrid_state,3.0,1,176.0,4.0,0.0,0.0,0.0,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,0.0
qasper,approx->hybrid_state,4.0,1,72.0,4.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.0,0.9444444444444444,0.0
qasper,approx->hybrid_state,5.0,3,179.0,4.0,0.6666666666666666,0.13333333333333333,0.16666666666666666,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,5.516666666666667
qasper,approx->hybrid_state,6.0,1,68.0,4.0,1.0,0.16666666666666666,0.25,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,2.833333333333333
qasper,approx->hybrid_state,7.0,2,103.0,4.0,0.0,0.0,0.0,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,0.0
qasper,approx->hybrid_state,75.0,1,290.0,4.0,0.0,0.0,0.0,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,0.0
qasper,approx->hybrid_state,8.0,2,138.5,4.0,1.0,0.125,0.25,0.0,0.03330928330928331,0.5,0.9666907166907167,5.90625
qasper,approx->native_semantic,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,approx->native_semantic,13.0,1,161.0,4.0,0.0,0.0,0.0,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,0.0
qasper,approx->native_semantic,14.0,1,148.0,4.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,0.0
qasper,approx->native_semantic,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,approx->native_semantic,3.0,1,176.0,4.0,0.0,0.0,0.0,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,0.0
qasper,approx->native_semantic,4.0,1,72.0,4.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.0,0.9444444444444444,0.0
qasper,approx->native_semantic,5.0,3,179.0,4.0,0.6666666666666666,0.13333333333333333,0.16666666666666666,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,5.516666666666667
qasper,approx->native_semantic,6.0,1,68.0,4.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,0.0
qasper,approx->native_semantic,7.0,2,103.0,4.0,0.0,0.0,0.0,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,0.0
qasper,approx->native_semantic,75.0,1,290.0,4.0,0.0,0.0,0.0,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,0.0
qasper,approx->native_semantic,8.0,2,138.5,4.0,1.0,0.125,0.25,0.0,0.03330928330928331,0.5,0.9666907166907167,5.90625
qasper,bm25->bm25_state,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,bm25->bm25_state,13.0,1,161.0,4.0,1.0,0.07692307692307693,0.25,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,3.0961538461538467
qasper,bm25->bm25_state,14.0,1,148.0,4.0,1.0,0.07142857142857142,0.25,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,2.6428571428571423
qasper,bm25->bm25_state,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,bm25->bm25_state,3.0,1,176.0,4.0,0.0,0.0,0.0,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,0.0
qasper,bm25->bm25_state,4.0,1,72.0,4.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.0,0.9444444444444444,0.0
qasper,bm25->bm25_state,5.0,3,179.0,4.0,0.0,0.0,0.0,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,0.0
qasper,bm25->bm25_state,6.0,1,68.0,4.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,0.0
qasper,bm25->bm25_state,7.0,2,103.0,4.0,0.5,0.07142857142857142,0.125,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,2.0
qasper,bm25->bm25_state,75.0,1,290.0,4.0,0.0,0.0,0.0,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,0.0
qasper,bm25->bm25_state,8.0,2,138.5,4.0,1.0,0.125,0.25,0.0,0.03330928330928331,0.5,0.9666907166907167,5.90625
qasper,bm25->exact_new_address,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,bm25->exact_new_address,13.0,1,161.0,4.0,1.0,0.07692307692307693,0.25,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,3.0961538461538467
qasper,bm25->exact_new_address,14.0,1,148.0,4.0,1.0,0.07142857142857142,0.25,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,2.6428571428571423
qasper,bm25->exact_new_address,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,bm25->exact_new_address,3.0,1,176.0,4.0,0.0,0.0,0.0,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,0.0
qasper,bm25->exact_new_address,4.0,1,72.0,4.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.0,0.9444444444444444,0.0
qasper,bm25->exact_new_address,5.0,3,179.0,4.0,0.0,0.0,0.0,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,0.0
qasper,bm25->exact_new_address,6.0,1,68.0,4.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,0.0
qasper,bm25->exact_new_address,7.0,2,103.0,4.0,0.5,0.07142857142857142,0.125,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,2.0
qasper,bm25->exact_new_address,75.0,1,290.0,4.0,2.0,0.02666666666666667,0.5,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,1.9333333333333336
qasper,bm25->exact_new_address,8.0,2,138.5,4.0,1.0,0.125,0.25,0.0,0.03330928330928331,0.5,0.9666907166907167,5.90625
qasper,bm25->hybrid_state,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,bm25->hybrid_state,13.0,1,161.0,4.0,1.0,0.07692307692307693,0.25,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,3.0961538461538467
qasper,bm25->hybrid_state,14.0,1,148.0,4.0,1.0,0.07142857142857142,0.25,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,2.6428571428571423
qasper,bm25->hybrid_state,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,bm25->hybrid_state,3.0,1,176.0,4.0,0.0,0.0,0.0,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,0.0
qasper,bm25->hybrid_state,4.0,1,72.0,4.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.0,0.9444444444444444,0.0
qasper,bm25->hybrid_state,5.0,3,179.0,4.0,0.0,0.0,0.0,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,0.0
qasper,bm25->hybrid_state,6.0,1,68.0,4.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,0.0
qasper,bm25->hybrid_state,7.0,2,103.0,4.0,0.5,0.07142857142857142,0.125,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,2.0
qasper,bm25->hybrid_state,75.0,1,290.0,4.0,2.0,0.02666666666666667,0.5,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,1.9333333333333336
qasper,bm25->hybrid_state,8.0,2,138.5,4.0,1.0,0.125,0.25,0.0,0.03330928330928331,0.5,0.9666907166907167,5.90625
qasper,bm25->native_semantic,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,bm25->native_semantic,13.0,1,161.0,4.0,1.0,0.07692307692307693,0.25,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,3.0961538461538467
qasper,bm25->native_semantic,14.0,1,148.0,4.0,1.0,0.07142857142857142,0.25,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,2.6428571428571423
qasper,bm25->native_semantic,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,bm25->native_semantic,3.0,1,176.0,4.0,1.0,0.3333333333333333,0.25,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,14.666666666666666
qasper,bm25->native_semantic,4.0,1,72.0,4.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.0,0.9444444444444444,0.0
qasper,bm25->native_semantic,5.0,3,179.0,4.0,0.0,0.0,0.0,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,0.0
qasper,bm25->native_semantic,6.0,1,68.0,4.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,0.0
qasper,bm25->native_semantic,7.0,2,103.0,4.0,0.5,0.07142857142857142,0.125,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,2.0
qasper,bm25->native_semantic,75.0,1,290.0,4.0,1.0,0.013333333333333334,0.25,0.0,0.013793103448275862,0.05333333333333334,0.9862068965517241,0.9666666666666668
qasper,bm25->native_semantic,8.0,2,138.5,4.0,1.0,0.125,0.25,0.0,0.03330928330928331,0.5,0.9666907166907167,5.90625
qasper,exact->bm25_state,1.0,2,110.0,4.0,0.0,0.0,0.0,0.0,0.036366641871229025,4.0,0.963633358128771,0.0
qasper,exact->bm25_state,13.0,1,161.0,4.0,0.0,0.0,0.0,0.0,0.024844720496894408,0.3076923076923077,0.9751552795031055,0.0
qasper,exact->bm25_state,14.0,1,148.0,4.0,3.0,0.21428571428571427,0.75,0.0,0.02702702702702703,0.2857142857142857,0.972972972972973,7.928571428571428
qasper,exact->bm25_state,15.0,1,127.0,4.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.26666666666666666,0.9685039370078741,0.0
qasper,exact->bm25_state,3.0,1,176.0,4.0,2.0,0.6666666666666666,0.5,0.0,0.022727272727272728,1.3333333333333333,0.9772727272727273,29.333333333333332
qasper,exact->bm25_state,4.0,1,72.0,4.0,1.0,0.25,0.25,0.0,0.05555555555555555,1.0,0.9444444444444444,4.5
qasper,exact->bm25_state,5.0,3,179.0,4.0,0.3333333333333333,0.06666666666666667,0.08333333333333333,0.0,0.022597202663251877,0.8000000000000002,0.9774027973367482,2.8333333333333335
qasper,exact->bm25_state,6.0,1,68.0,4.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.6666666666666666,0.9411764705882353,0.0
qasper,exact->bm25_state,7.0,2,103.0,4.0,0.0,0.0,0.0,0.0,0.0391337386018237,0.5714285714285714,0.9608662613981763,0.0
