dataset,example_id,partition,question_type,annotated_hops,graph_type,chunk_size,root_mode,R_root,K,H,B,parent_count,oracle_parent_count,annotated_transition_count,preserved_transition_count,visited_count,nodes_expanded,peak_frontier,search_comparisons,duplicates,cycles,candidate_tensor_bytes,oracle_node_recall,later_evidence_recall,annotated_edge_recall,complete_graph,complete_native_path,extra_non_oracle_visited,branching_overhead,adjacency_build_seconds,search_seconds,total_routing_seconds,logical_reference_tokens,conceptual_active_parents,counterfactual_native_kv_tokens,active_kv_fraction,native_kv_tokens,materialization_performed,evidence_tokens,selected_parent_tokens,selected_evidence_tokens,non_evidence_selected_tokens,evidence_density,root_evidence_fraction,root_contains_all_evidence,minimum_recovery_depth
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,8,2,16,16,6,2,2,13,12,10,96,85,8,224,1.0,1.0,1.0,1,1,8,8.0,0.0721612999914214,0.004612999968230724,0.07677429995965213,970,13,832,0.8577319587628865,0,False,140,832,121,711,0.14543269230769232,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,8,3,16,16,6,2,2,13,13,10,104,93,10,224,1.0,1.0,1.0,1,1,8,8.0,0.0721612999914214,0.005977699998766184,0.07813899999018759,970,13,832,0.8577319587628865,0,False,140,832,121,711,0.14543269230769232,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,8,4,16,16,6,2,2,13,13,10,104,93,10,224,1.0,1.0,1.0,1,1,8,8.0,0.0721612999914214,0.00505219999467954,0.07721349998610094,970,13,832,0.8577319587628865,0,False,140,832,121,711,0.14543269230769232,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,8,0,none,16,6,2,2,2,0,2,0,0,0,0,0.5,0.0,1.0,0,1,0,0.0,0.0721612999914214,1.7400016076862812e-05,0.07217870000749826,970,2,128,0.13195876288659794,0,False,140,128,63,65,0.4921875,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,8,1,none,16,6,2,2,12,2,10,16,6,0,224,1.0,1.0,1.0,1,1,7,8.0,0.0721612999914214,0.0013901999918743968,0.0735514999832958,970,12,768,0.7917525773195876,0,False,140,768,121,647,0.15755208333333334,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,8,2,none,16,6,2,2,13,12,10,96,85,8,224,1.0,1.0,1.0,1,1,8,8.0,0.0721612999914214,0.005420100002083927,0.07758139999350533,970,13,832,0.8577319587628865,0,False,140,832,121,711,0.14543269230769232,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,8,3,none,16,6,2,2,13,13,10,104,93,10,224,1.0,1.0,1.0,1,1,8,8.0,0.0721612999914214,0.005855499999597669,0.07801679999101907,970,13,832,0.8577319587628865,0,False,140,832,121,711,0.14543269230769232,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,64,oracle_annotated_entry,2,8,4,none,16,6,2,2,13,13,10,104,93,10,224,1.0,1.0,1.0,1,1,8,8.0,0.0721612999914214,0.005230500013567507,0.07739180000498891,970,13,832,0.8577319587628865,0,False,140,832,121,711,0.14543269230769232,0.45,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,1,0,6,8,5,2,2,2,0,2,0,0,0,0,0.75,0.5,0.5,0,0,0,0.0,0.06985190004343167,1.829996472224593e-05,0.06987020000815392,970,2,256,0.2639175257731959,0,False,140,256,87,169,0.33984375,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,1,1,6,8,5,2,2,4,2,2,2,0,0,52,1.0,1.0,0.5,1,0,1,1.0,0.06985190004343167,0.0008249999955296516,0.07067690003896132,970,4,512,0.5278350515463918,0,False,140,512,95,417,0.185546875,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,1,2,6,8,5,2,2,5,4,2,4,1,1,52,1.0,1.0,0.5,1,0,1,1.0,0.06985190004343167,0.0011650000233203173,0.07101690006675199,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,1,3,6,8,5,2,2,5,5,2,5,2,2,52,1.0,1.0,0.5,1,0,1,1.0,0.06985190004343167,0.0013760000001639128,0.07122790004359558,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,1,4,6,8,5,2,2,5,5,2,5,2,2,52,1.0,1.0,0.5,1,0,1,1.0,0.06985190004343167,0.001365699979942292,0.07121760002337396,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,1,0,16,8,5,2,2,2,0,2,0,0,0,0,0.75,0.5,0.5,0,0,0,0.0,0.06985190004343167,1.71000137925148e-05,0.06986900005722418,970,2,256,0.2639175257731959,0,False,140,256,87,169,0.33984375,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,1,1,16,8,5,2,2,4,2,2,2,0,0,52,1.0,1.0,0.5,1,0,1,1.0,0.06985190004343167,0.0006452000234276056,0.07049710006685928,970,4,512,0.5278350515463918,0,False,140,512,95,417,0.185546875,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,1,2,16,8,5,2,2,5,4,2,4,1,1,52,1.0,1.0,0.5,1,0,1,1.0,0.06985190004343167,0.0011535999947227538,0.07100550003815442,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,1,3,16,8,5,2,2,5,5,2,5,2,2,52,1.0,1.0,0.5,1,0,1,1.0,0.06985190004343167,0.0028267999878153205,0.07267870003124699,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,1,4,16,8,5,2,2,5,5,2,5,2,2,52,1.0,1.0,0.5,1,0,1,1.0,0.06985190004343167,0.001507700013462454,0.07135960005689412,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,1,0,none,8,5,2,2,2,0,2,0,0,0,0,0.75,0.5,0.5,0,0,0,0.0,0.06985190004343167,1.669995253905654e-05,0.06986859999597073,970,2,256,0.2639175257731959,0,False,140,256,87,169,0.33984375,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,1,1,none,8,5,2,2,4,2,2,2,0,0,52,1.0,1.0,0.5,1,0,1,1.0,0.06985190004343167,0.000763899995945394,0.07061580003937706,970,4,512,0.5278350515463918,0,False,140,512,95,417,0.185546875,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,1,2,none,8,5,2,2,5,4,2,4,1,1,52,1.0,1.0,0.5,1,0,1,1.0,0.06985190004343167,0.001229400048032403,0.07108130009146407,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,1,3,none,8,5,2,2,5,5,2,5,2,2,52,1.0,1.0,0.5,1,0,1,1.0,0.06985190004343167,0.001755500037688762,0.07160740008112043,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,1,4,none,8,5,2,2,5,5,2,5,2,2,52,1.0,1.0,0.5,1,0,1,1.0,0.06985190004343167,0.0018640999915078282,0.0717160000349395,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,2,0,6,8,5,2,2,2,0,2,0,0,0,0,0.75,0.5,0.5,0,0,0,0.0,0.06985190004343167,1.750001683831215e-05,0.06986940006026998,970,2,256,0.2639175257731959,0,False,140,256,87,169,0.33984375,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,2,1,6,8,5,2,2,5,2,3,4,1,0,72,1.0,1.0,0.5,1,0,1,2.0,0.06985190004343167,0.0007388999802060425,0.07059080002363771,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,2,2,6,8,5,2,2,5,5,3,10,7,1,72,1.0,1.0,0.5,1,0,1,2.0,0.06985190004343167,0.0015138000017032027,0.07136570004513487,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,2,3,6,8,5,2,2,5,5,3,10,7,1,72,1.0,1.0,0.5,1,0,1,2.0,0.06985190004343167,0.001489899994339794,0.07134180003777146,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,2,4,6,8,5,2,2,5,5,3,10,7,1,72,1.0,1.0,0.5,1,0,1,2.0,0.06985190004343167,0.0014452000032179058,0.07129710004664958,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,2,0,16,8,5,2,2,2,0,2,0,0,0,0,0.75,0.5,0.5,0,0,0,0.0,0.06985190004343167,1.6899954061955214e-05,0.06986879999749362,970,2,256,0.2639175257731959,0,False,140,256,87,169,0.33984375,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,2,1,16,8,5,2,2,5,2,3,4,1,0,72,1.0,1.0,0.5,1,0,1,2.0,0.06985190004343167,0.0010997999925166368,0.0709517000359483,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,2,2,16,8,5,2,2,5,5,3,10,7,1,72,1.0,1.0,0.5,1,0,1,2.0,0.06985190004343167,0.0019370999652892351,0.0717890000087209,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,2,3,16,8,5,2,2,5,5,3,10,7,1,72,1.0,1.0,0.5,1,0,1,2.0,0.06985190004343167,0.0014714000280946493,0.07132330007152632,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,2,4,16,8,5,2,2,5,5,3,10,7,1,72,1.0,1.0,0.5,1,0,1,2.0,0.06985190004343167,0.0020315999863669276,0.0718835000297986,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,2,0,none,8,5,2,2,2,0,2,0,0,0,0,0.75,0.5,0.5,0,0,0,0.0,0.06985190004343167,2.4500011932104826e-05,0.06987640005536377,970,2,256,0.2639175257731959,0,False,140,256,87,169,0.33984375,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,2,1,none,8,5,2,2,5,2,3,4,1,0,72,1.0,1.0,0.5,1,0,1,2.0,0.06985190004343167,0.0008489000028930604,0.07070080004632473,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,2,2,none,8,5,2,2,5,5,3,10,7,1,72,1.0,1.0,0.5,1,0,1,2.0,0.06985190004343167,0.0014232000103220344,0.0712751000537537,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,2,3,none,8,5,2,2,5,5,3,10,7,1,72,1.0,1.0,0.5,1,0,1,2.0,0.06985190004343167,0.0014186999760568142,0.07127060001948848,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,2,4,none,8,5,2,2,5,5,3,10,7,1,72,1.0,1.0,0.5,1,0,1,2.0,0.06985190004343167,0.0014124999870546162,0.07126440003048629,970,5,640,0.6597938144329897,0,False,140,640,121,519,0.1890625,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,4,0,6,8,5,2,2,2,0,2,0,0,0,0,0.75,0.5,1.0,0,1,0,0.0,0.06985190004343167,1.610000617802143e-05,0.06986800004960969,970,2,256,0.2639175257731959,0,False,140,256,87,169,0.33984375,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,4,1,6,8,5,2,2,6,2,5,8,4,0,112,1.0,1.0,1.0,1,1,2,4.0,0.06985190004343167,0.0007809999515302479,0.07063289999496192,970,6,714,0.7360824742268042,0,False,140,714,121,593,0.16946778711484595,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,4,2,6,8,5,2,2,6,2,5,8,4,0,112,1.0,1.0,1.0,1,1,2,4.0,0.06985190004343167,0.0007936000474728644,0.07064550009090453,970,6,714,0.7360824742268042,0,False,140,714,121,593,0.16946778711484595,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,4,3,6,8,5,2,2,6,2,5,8,4,0,112,1.0,1.0,1.0,1,1,2,4.0,0.06985190004343167,0.0008175999973900616,0.07066950004082173,970,6,714,0.7360824742268042,0,False,140,714,121,593,0.16946778711484595,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,4,4,6,8,5,2,2,6,2,5,8,4,0,112,1.0,1.0,1.0,1,1,2,4.0,0.06985190004343167,0.0008146999753080308,0.0706666000187397,970,6,714,0.7360824742268042,0,False,140,714,121,593,0.16946778711484595,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,4,0,16,8,5,2,2,2,0,2,0,0,0,0,0.75,0.5,1.0,0,1,0,0.0,0.06985190004343167,1.639995025470853e-05,0.06986829999368638,970,2,256,0.2639175257731959,0,False,140,256,87,169,0.33984375,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,4,1,16,8,5,2,2,6,2,5,8,4,0,112,1.0,1.0,1.0,1,1,2,4.0,0.06985190004343167,0.0013128999853506684,0.07116480002878234,970,6,714,0.7360824742268042,0,False,140,714,121,593,0.16946778711484595,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,4,2,16,8,5,2,2,6,6,5,24,20,4,112,1.0,1.0,1.0,1,1,2,4.0,0.06985190004343167,0.0022972000297158957,0.07214910007314757,970,6,714,0.7360824742268042,0,False,140,714,121,593,0.16946778711484595,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,4,3,16,8,5,2,2,6,6,5,24,20,4,112,1.0,1.0,1.0,1,1,2,4.0,0.06985190004343167,0.0029184999875724316,0.0727704000310041,970,6,714,0.7360824742268042,0,False,140,714,121,593,0.16946778711484595,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,4,4,16,8,5,2,2,6,6,5,24,20,4,112,1.0,1.0,1.0,1,1,2,4.0,0.06985190004343167,0.0020138000254519284,0.0718657000688836,970,6,714,0.7360824742268042,0,False,140,714,121,593,0.16946778711484595,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,4,0,none,8,5,2,2,2,0,2,0,0,0,0,0.75,0.5,1.0,0,1,0,0.0,0.06985190004343167,1.71000137925148e-05,0.06986900005722418,970,2,256,0.2639175257731959,0,False,140,256,87,169,0.33984375,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,4,1,none,8,5,2,2,6,2,5,8,4,0,112,1.0,1.0,1.0,1,1,2,4.0,0.06985190004343167,0.0009131999686360359,0.0707651000120677,970,6,714,0.7360824742268042,0,False,140,714,121,593,0.16946778711484595,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,4,2,none,8,5,2,2,6,6,5,24,20,4,112,1.0,1.0,1.0,1,1,2,4.0,0.06985190004343167,0.0019175999914295971,0.07176950003486127,970,6,714,0.7360824742268042,0,False,140,714,121,593,0.16946778711484595,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,4,3,none,8,5,2,2,6,6,5,24,20,4,112,1.0,1.0,1.0,1,1,2,4.0,0.06985190004343167,0.0018769000307656825,0.07172880007419735,970,6,714,0.7360824742268042,0,False,140,714,121,593,0.16946778711484595,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,4,4,none,8,5,2,2,6,6,5,24,20,4,112,1.0,1.0,1.0,1,1,2,4.0,0.06985190004343167,0.0018701999797485769,0.07172210002318025,970,6,714,0.7360824742268042,0,False,140,714,121,593,0.16946778711484595,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,6,0,6,8,5,2,2,2,0,2,0,0,0,0,0.75,0.5,1.0,0,1,0,0.0,0.06985190004343167,1.769996015354991e-05,0.06986960000358522,970,2,256,0.2639175257731959,0,False,140,256,87,169,0.33984375,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,6,1,6,8,5,2,2,6,2,5,12,6,0,152,1.0,1.0,1.0,1,1,2,6.0,0.06985190004343167,0.0010646999580785632,0.07091660000151023,970,6,714,0.7360824742268042,0,False,140,714,121,593,0.16946778711484595,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,6,2,6,8,5,2,2,6,2,5,12,6,0,152,1.0,1.0,1.0,1,1,2,6.0,0.06985190004343167,0.001294099958613515,0.07114600000204518,970,6,714,0.7360824742268042,0,False,140,714,121,593,0.16946778711484595,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,6,3,6,8,5,2,2,6,2,5,12,6,0,152,1.0,1.0,1.0,1,1,2,6.0,0.06985190004343167,0.0014076000079512596,0.07125950005138293,970,6,714,0.7360824742268042,0,False,140,714,121,593,0.16946778711484595,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,6,4,6,8,5,2,2,6,2,5,12,6,0,152,1.0,1.0,1.0,1,1,2,6.0,0.06985190004343167,0.0010694999946281314,0.0709214000380598,970,6,714,0.7360824742268042,0,False,140,714,121,593,0.16946778711484595,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,6,0,16,8,5,2,2,2,0,2,0,0,0,0,0.75,0.5,1.0,0,1,0,0.0,0.06985190004343167,1.8900027498602867e-05,0.06987080007093027,970,2,256,0.2639175257731959,0,False,140,256,87,169,0.33984375,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,6,1,16,8,5,2,2,7,2,6,12,7,0,152,1.0,1.0,1.0,1,1,2,6.0,0.06985190004343167,0.0009714000043459237,0.0708233000477776,970,7,842,0.8680412371134021,0,False,140,842,140,702,0.166270783847981,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,6,2,16,8,5,2,2,8,4,6,24,18,2,152,1.0,1.0,1.0,1,1,3,6.0,0.06985190004343167,0.0015782000264152884,0.07143010006984696,970,8,970,1.0,0,False,140,970,140,830,0.14432989690721648,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,6,3,16,8,5,2,2,8,4,6,24,18,2,152,1.0,1.0,1.0,1,1,3,6.0,0.06985190004343167,0.0015727999852970243,0.0714247000287287,970,8,970,1.0,0,False,140,970,140,830,0.14432989690721648,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,6,4,16,8,5,2,2,8,4,6,24,18,2,152,1.0,1.0,1.0,1,1,3,6.0,0.06985190004343167,0.0015625999658368528,0.07141450000926852,970,8,970,1.0,0,False,140,970,140,830,0.14432989690721648,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,6,0,none,8,5,2,2,2,0,2,0,0,0,0,0.75,0.5,1.0,0,1,0,0.0,0.06985190004343167,1.6700010746717453e-05,0.06986860005417839,970,2,256,0.2639175257731959,0,False,140,256,87,169,0.33984375,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,6,1,none,8,5,2,2,7,2,6,12,7,0,152,1.0,1.0,1.0,1,1,2,6.0,0.06985190004343167,0.0009617999894544482,0.07081370003288612,970,7,842,0.8680412371134021,0,False,140,842,140,702,0.166270783847981,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,6,2,none,8,5,2,2,8,4,6,24,18,2,152,1.0,1.0,1.0,1,1,3,6.0,0.06985190004343167,0.0015628999681212008,0.07141480001155287,970,8,970,1.0,0,False,140,970,140,830,0.14432989690721648,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,6,3,none,8,5,2,2,8,4,6,24,18,2,152,1.0,1.0,1.0,1,1,3,6.0,0.06985190004343167,0.001568600011523813,0.07142050005495548,970,8,970,1.0,0,False,140,970,140,830,0.14432989690721648,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,6,4,none,8,5,2,2,8,4,6,24,18,2,152,1.0,1.0,1.0,1,1,3,6.0,0.06985190004343167,0.001922599971294403,0.07177450001472607,970,8,970,1.0,0,False,140,970,140,830,0.14432989690721648,0.6214285714285714,False,1
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,bridge_comparison,2,disconnected,128,oracle_annotated_entry,2,8,0,6,8,5,2,2,2,0,2,0,0,0,0,0.75,0.5,1.0,0,1,0,0.0,0.06985190004343167,6.890000076964498e-05,0.06992080004420131,970,2,256,0.2639175257731959,0,False,140,256,87,169,0.33984375,0.6214285714285714,False,1
